sampleID	P167_261-Asymptomatic-0-216-0-pro	P168_262-Asymptomatic-0-217-0-pro	P166_260-Asymptomatic-0-215-0-pro	P175_269-Asymptomatic-0-224-0-pro	P164_258-Asymptomatic-0-213-0-pro	P161_255-Asymptomatic-0-210-0-pro	P162_256-Asymptomatic-0-211-0-pro	P169_263-Asymptomatic-0-218-0-pro	P170_264-Asymptomatic-0-219-0-pro	P060_147-Mild-0-133-0-pro	P047_142-Mild-0-132-0-pro	P040_145-Mild-0-131-0-pro	P033_150-Mild-0-130-0-pro	P088_144-Severe-0-136-0-pro	P066_153-Mild-0-135-0-pro	P061_149-Mild-0-134-0-pro	P005_164-Asymptomatic-0-139-0-pro	P001_158-Asymptomatic-0-138-0-pro	P109_034-Severe-1-24-0-pro	P119_036-Severe-1-26-1-pro	P073_029-Death-1-27-1-pro	P080_027-Death-0-21-1-pro	P094_031-Severe-0-23-0-pro	P076_025-Death-0-28-1-pro	P057_188-Mild-0-163-0-pro	P178_272-Asymptomatic-0-227-0-pro	P027_148-Mild-0-120-0-pro	P029_099-Mild-0-121-0-pro	P039_140-Mild-0-122-0-pro	P063_154-Mild-0-123-0-pro	P081_139-Death-6-124-6-pro	P118_138-Severe-3-126-3-pro	P004_146-Mild-0-127-0-pro	P016_143-Mild-0-128-0-pro	P031_151-Mild-0-129-0-pro	P050_069-Mild-0-59-0-pro	P014_121-Mild-0-58-0-pro	P097_063-Severe-1-57-1-pro	P104_055-Severe-0-51-1-pro	P018_065-Mild-0-53-0-pro	P084_052-Critical-1-52-1-pro	P150_244-Asymptomatic-0-199-0-pro	P149_243-Asymptomatic-0-198-0-pro	P146_240-Asymptomatic-0-195-0-pro	P145_239-Asymptomatic-0-194-0-pro	P147_241-Asymptomatic-0-196-0-pro	P141_235-Asymptomatic-0-190-0-pro	P144_238-Asymptomatic-0-193-0-pro	P143_237-Asymptomatic-0-192-0-pro	P070_102-Mild-0-115-0-pro	P115_024-Severe-1-114-0-pro	P086_136-Critical-2-116-2-pro	P013_129-Mild-0-110-0-pro	P127_221-Asymptomatic-0-176-0-pro	P156_250-Asymptomatic-0-205-0-pro	P102_087-Severe-3-80-2-pro	P095_092-Severe-2-84-2-pro	P194_288-Asymptomatic-0-240-0-pro	P108_120-Severe-3-100-2-pro	P090_125-Severe-3-105-2-pro	P096_040-Severe-0-38-1-pro	P025_041-Mild-0-32-0-pro	P117_026-Severe-1-31-0-pro	P111_035-Severe-1-30-1-pro	P093_039-Severe-1-37-1-pro	P067_067-Mild-0-60-0-pro	P082_071-Death-5-63-5-pro	P020_072-Mild-0-64-0-pro	P130_224-Asymptomatic-0-179-0-pro	P129_223-Asymptomatic-0-178-0-pro	P074_075-Death-4-69-4-pro	P126_220-Asymptomatic-0-175-0-pro	P125_219-Asymptomatic-0-174-0-pro	P124_218-Asymptomatic-0-173-0-pro	P123_217-Asymptomatic-0-172-0-pro	P122_216-Asymptomatic-0-171-0-pro	P087_214-Critical-7-170-7-pro	P154_248-Asymptomatic-0-203-0-pro	P134_228-Asymptomatic-0-183-0-pro	P131_225-Asymptomatic-0-180-0-pro	P049_006-Mild-0-2-0-pro	P072_007-Death-2-6-1-pro	P139_233-Asymptomatic-0-188-0-pro	P140_234-Asymptomatic-0-189-0-pro	P153_247-Asymptomatic-0-202-0-pro	P136_230-Asymptomatic-0-185-0-pro	P180_274-Asymptomatic-0-229-0-pro	P179_273-Asymptomatic-0-228-0-pro	P085_213-Critical-6-164-6-pro	P177_271-Asymptomatic-0-226-0-pro	P098_108-Severe-2-92-0-pro	P062_068-Mild-0-95-0-pro	P010_168-Mild-0-162-0-pro	P112_113-Severe-2-96-0-pro	P171_265-Asymptomatic-0-220-0-pro	P092_020-Severe-0-17-0-pro	P091_021-Severe-0-16-0-pro	P099_019-Severe-0-18-0-pro	P077_107-Death-5-89-5-pro	P113_199-Severe-2-151-0-pro	P071_202-Mild-0-153-0-pro	P003_200-Mild-0-152-0-pro	P107_204-Severe-2-154-2-pro	P045_171-Mild-0-159-0-pro	P034_178-Mild-0-158-0-pro	P189_283-Asymptomatic-0-238-0-pro	P190_284-Asymptomatic-0-239-0-pro	P185_279-Asymptomatic-0-234-0-pro	P186_280-Asymptomatic-0-235-0-pro	P187_281-Asymptomatic-0-236-0-pro	P188_282-Asymptomatic-0-237-0-pro	P181_275-Asymptomatic-0-230-0-pro	P182_276-Asymptomatic-0-231-0-pro	P183_277-Asymptomatic-0-232-0-pro	P184_278-Asymptomatic-0-233-0-pro	P075_053-Death-3-48-3-pro	P105_047-Severe-1-46-1-pro	P078_030-Death-2-42-0-pro	P079_045-Death-0-43-0-pro	P028_004-Mild-0-1-0-pro	P042_167-Mild-0-146-0-pro	P051_160-Mild-0-147-0-pro	P056_176-Mild-0-144-0-pro	P032_170-Mild-0-145-0-pro	P030_141-Mild-0-142-0-pro	P055_174-Mild-0-143-0-pro	P015_163-Mild-0-140-0-pro	P026_169-Mild-0-141-0-pro	P160_254-Asymptomatic-0-209-0-pro	P159_253-Asymptomatic-0-208-0-pro	P083_083-Death-3-75-3-pro	P110_079-Severe-0-73-0-pro	P103_080-Severe-0-72-1-pro	P100_093-Severe-0-79-1-pro	P019_095-Mild-0-78-0-pro
IGKV3-7	129554.4361	59301.60165	9986.606356	91850.23423	99212.10321	56130.57003	81648.88308	184584.8536	82623.32162	21975.38286	89575.77065	66281.90973	81691.0236	29302.53096	77121.40904	66015.02096	26185.38616	61219.02255	57754.02804	61678.65821	26765.58658	108044.4582	76106.51771	69670.82082	110908.9942	161504.5361	21508.15436	107598.4649	56543.36019	126217.5842	90956.81649	35092.03835	69972.62963	35110.79543	20626.49459	173754.7172	100045.8778	73508.79847	27502.15007	54431.88924	38119.05622	51109.52171	185367.8846	180435.8245	152507.4654	173321.9154	206785.7723	76829.78042	169033.0641	367388.8737	22238.99851	41306.97523	48934.02995	90744.80985	263479.4704	83846.77361	21147.56389	42895.35468	21007.68051	34301.75354	13348.15922	62084.8589	78612.98605	121482.2796	72455.77891	57264.96023	183315.8849	51334.13127	12996.95509	117071.3741	44370.26503	71571.89065	50707.87371	121002.5361	138910.5877	122942.8527	139577.3296	59856.06055	144469.4308	101701.4568	28602.66057	32563.96268	313962.0654	220972.2975	105027.0354	319244.0885	123361.4831	166143.3093	17041.61225	167515.5596	68399.42705	33446.5441	52383.22601	32828.1013	109449.947	60313.85924	39403.05394	12133.11569	118903.1352	70742.88083	52784.96655	29271.18699	58719.03873	55841.26486	79286.04382	20850.60522	70127.10446	29375.86921	127384.9629	48827.77474	174276.3708	67192.8531	46579.0676	18783.19807	100467.7899	35065.8194	84635.36143	97503.57323	79540.16861	59962.34356	79133.5572	37733.16432	44629.68118	27308.11118	91803.7471	110662.3124	78209.27883	73035.76337	72431.93567	64315.15416	61474.62249	87726.10169	77206.21303	62097.04343	21271.73295
IGKV6-21	5.805443191	94.51002353	24418.65522	570.1559411	11125.97046	684.2025843	244.8225619	603.7370531	10685.09734	7470.100048	75.48403771	10411.87979	24601.39561	9140.904228	18266.38125	7270.482927	7421.313721	62.7094414	38475.82871	55.72191084	14535.7382	301.5967023	41064.41741	12996.66907	116.5432174	60063.04432	6486.845668	9405.967813	1462.418388	76985.37335	151.9142726	6834.379193	43791.33951	47675.48055	496.3687107	39549.90284	44683.26944	5511.474296	55298.88918	24902.54188	6443.975216	702.9685176	1.951711676	197.391451	108.3412396	858.8871672	2.644240554	16609.58584	13042.11766	96.23471769	3362.574158	20633.45178	160.9657165	24265.65495	5014.036455	8800.851751	9168.002423	402.3295569	18479.74591	48756.99055	36376.84773	8929.502539	7490.428516	43332.17554	24541.52041	170.6586373	580.9119556	164.6011575	176.4762343	25975.4676	40.72664569	28536.14873	11703.65592	27590.05916	99.13089178	321.4582661	227.6989332	128.5299698	84367.09408	234.4628444	15244.46574	57.96189082	37608.6049	53.85667367	55.76652836	168.9947524	260.2697598	208.624867	229.3482516	20737.63396	7519.277292	14128.46597	19463.19154	8061.58974	43.97603083	5158.772249	19876.40565	23.01345115	606.2301585	14349.60556	41197.88887	393.3483983	26323.29357	688.8559355	6543.192364	63711.86505	35141.1611	255.391528	281.1004071	15887.87768	951.0673957	39690.02746	36018.56639	22.36426229	1621.482811	56.56492143	48859.42483	60464.03549	429.1232895	11811.12151	19099.55163	19286.8542	19597.70274	25704.48309	79.91124734	110.1682307	151.5393888	10199.35415	195.2293584	166.7326544	21205.94758	87.49792716	151.0761848	19222.48776	5753.03264
IGKV6D-21	17373.32608	11314.65206	3492.584947	12059.03757	5728.202224	7030.006559	10164.95346	66017.99484	6487.330257	2994.058428	12283.30466	17830.75152	12507.06244	12251.43797	8859.566906	8481.54062	2987.287406	11293.96574	14751.14386	12804.36103	13496.76076	6550.472955	3916.122692	13195.90906	25753.08295	15844.18202	6342.14075	8204.890587	3821.328715	2928.905925	13822.83111	8496.93074	18006.91544	17575.83304	20453.09117	4679.237465	1487.724454	9640.928426	3849.850212	30847.40673	11734.66723	10733.37226	8778.053331	14239.06751	15842.44987	3372.186075	16464.91975	12296.33487	19337.56405	20118.20208	16674.26016	10513.84893	26567.68588	4062.956688	8763.76109	4259.462578	4682.973407	8595.055618	10027.07022	1142.40027	18992.24763	9936.583437	19012.29366	24622.87445	10612.13637	17284.47808	15629.55129	10029.60883	3252.045213	9648.306413	6981.595708	4936.584032	7235.577183	12052.72256	10719.74472	13452.64895	6620.166975	10821.47263	4780.138585	13577.59371	15684.11038	15291.14087	32173.74692	16649.23732	9023.729399	32079.31444	12759.25966	15148.56358	6041.983128	8940.422652	10696.42319	11668.17145	1726.228248	15537.80489	12676.45466	12968.94443	13597.89703	30026.16516	3677.450966	7708.165167	2725.726644	24381.95908	19768.51637	4591.691499	8268.865226	4844.270061	663.3453625	24979.61567	11943.95985	4109.645738	23415.83541	15619.98221	2113.337048	5137.770883	1273.192431	13841.00422	28390.71456	9023.64077	13376.30863	11771.27473	9590.938177	3859.87371	13184.56863	6581.30045	29733.30697	21148.5296	15987.29534	7092.842958	7409.706845	6615.66928	14655.98824	7271.101957	45119.21822	16931.54612	6456.132669
IGL@	4878694.325	4182032.351	3544411.824	6392957.096	6978271.84	5034175.188	2974260.76	9745997.478	5914916.507	2221695.298	3927904.338	4674752.886	5560290.158	3861189.257	3185491.569	4049417.053	4436019.887	2215641.858	3947306.596	5278496.944	7723682.388	2919424.137	6127913.396	7291596.111	5061618.304	6370716.566	1787449.343	2783554.352	2463282.103	2264636.274	4616345.275	3332503.969	3449120.657	4888108.764	1357477.227	2554536.782	2967838.893	2283286.803	5998276.31	4150644.023	3470122.378	5472612.082	4680136.711	9685096.68	5974701.553	6821552.342	5447917.298	6854888.832	11945491.75	8432586.563	2649201.817	1831990.565	1214084.587	8458966.959	8316920.741	6832018.818	1113182.197	3458708.459	5811828.579	3902094.054	3574748.329	3544746.882	2076756.612	9241638.293	7000577.353	4803467.783	13060372.61	1647246.627	4896548.838	10199590.79	3318968.488	7950815.96	8108772.978	5352699.679	5447870.955	6589685.706	7463486.281	4880157.279	4489239.919	11066688.98	984795.6875	5691255.774	13016703.76	11579205.38	4611481.586	6651522.175	7740403.936	6194787.628	4885665.673	9983610.623	4166604.59	3746268.201	1916680.407	3382884.87	5759899.626	4711433.207	7293865.045	1272124.528	2972977.711	2673553.877	4596167.433	7491034.727	5082631.412	2295832.101	2968169.279	2708958.233	7696334.346	13606875.33	7955429.534	5474130.655	6310623.166	4827069.44	3165848.791	7499586.929	4416471.9	1941040.685	8199834.579	6656081.283	708259.5675	2145005.089	3452184.103	3620403.162	2576244.729	3865877.728	4375548.222	4275504.943	5366742.639	2891755.467	3944141.673	3587244.929	5960173.021	4027093.249	1569731.878	9331601.11	1121677.795
IGLC7	4265.921374	14766.8191	5848.840291	10976.07695	7180.25333	9514.372866	6664.803799	3185.461377	13344.9057	1463.740498	8562.871795	4917.363158	13098.3277	15368.71144	6102.487925	17769.8342	3112.816096	10852.18698	11038.60245	2791.345383	19915.00098	23416.55103	4915.801038	22634.73068	12839.53488	6911.187813	3430.081214	7169.152273	4849.618078	3517.818319	4077.861496	13081.11784	9410.146839	8647.729853	8608.755092	12125.71484	4817.914313	6297.09008	2478.480856	12679.2413	7372.384755	6297.864314	4588.525119	9385.182214	17151.94043	13076.53874	13346.49133	15639.14628	13418.37419	11721.7135	10915.36036	11846.9342	4800.662005	5426.641884	2702.691596	14372.77894	5245.8228	7057.407503	4512.293203	10365.119	9172.589748	5205.399517	8560.971098	17032.52271	5745.075631	7870.856108	16665.37996	12987.77908	11950.64189	12051.48711	8023.668575	3347.649941	6770.548454	14143.78138	11083.43659	16004.74721	3458.446251	13389.42986	7973.521529	10240.95708	6563.353305	2073.403273	4394.160223	18351.62251	12825.16557	13895.24344	18556.35408	19066.03276	9935.682659	3100.627994	9661.062255	6375.57484	4181.1512	2540.943639	11006.34083	6018.289869	6189.546528	4681.259643	8960.797433	4743.012318	5630.492362	2790.848065	1551.16473	6788.392606	4859.18623	9002.240298	6012.631973	5850.86867	19593.70997	12625.49858	16285.07914	6293.842801	4765.507612	11064.15521	12836.57411	26445.80095	10703.91868	19541.18437	3311.821795	8519.859417	12277.99596	4292.542372	7606.707737	13736.79214	11579.61478	8309.315782	10620.23177	4670.449658	20607.67392	3860.677315	22147.2096	4247.870118	4386.855164	4295.144164	2088.109293
IGLL1	155.1846457	679.8701935	360.1089041	2083.016627	318.5368837	3658.323574	2783.565893	3487.660101	136.4588884	69.89321518	2883.379967	46.89340903	61.00575432	1280.843779	144.7852234	3318.104229	569.8060142	46.86249762	1232.893152	99.08329192	325.5087259	564.9263148	378.0479203	53.34865667	22.79758188	2767.34907	40.29749361	79.70090887	524.3474151	961.5449443	19.23322066	965.2928503	1664.100328	340.8310786	1018.189127	5945.689671	465.2656995	530.369791	249.0393898	8.820459239	339.6498748	403.2720946	3496.833357	5045.895873	73.78913742	3929.676647	14697.8459	2718.716644	10484.40406	71.3768419	363.516823	438.3525277	1680.867712	10052.81324	1317.623495	347.6228749	306.0841442	157.9679695	1654.329035	2491.25898	2464.459334	22.73047581	980.5079489	353.510295	341.9527245	4164.279708	5204.875646	401.0392981	1712.586117	1976.045567	1078.359288	1053.305777	9959.765504	350.1864632	6455.286448	737.9964432	1135.784592	179.9983453	1369.370602	3284.338362	966.5684621	10317.26487	444.5673373	5972.211779	465.3836812	115.9753526	5951.847515	2099.10087	979.7090745	27765.76105	155.8302299	52.15530856	15.48734387	224.0697545	851.6357917	191.5727186	1428.662969	2331.21033	81.48630113	2369.494653	373.9624748	268.2145009	204.713843	1479.580575	459.9664514	132.3859695	377.0965813	5372.521665	4746.622825	198227.4526	566.8095953	1041.710557	1135.732437	1117.580099	869.6635465	405.143339	477.8185168	16360.67987	19333.14332	397.0303603	9.965154025	373.9758376	123.097455	205.4861331	918.1936764	341.1454932	873.4125585	745.4784081	1836.588587	86.49657581	6167.686071	463.7429657	3947.190519	225.5287331	29.16649899
IGLV1-50	0.555124121	110.0847001	5916.524837	6493.569288	40.43762095	5493.927817	128.7716197	351.9934331	23.94736706	283.0566314	123.1804883	257.3007671	87.42500386	12693.40471	1075.975605	74.03445187	6326.369476	238.2442831	17153.68687	7900.775486	10620.14166	5364.304323	6274.391258	3836.928512	329.6052303	24475.24634	287.363288	235.9370415	341.3426164	262.708554	61.32000609	12193.19985	30829.89852	325.2300404	5224.995249	1431.053375	136.6986831	23990.81653	13616.40893	94.97934096	4282.569251	14384.53605	1.090490281	7089.368221	25.92733579	755.8967816	11004.32116	4628.340629	35035.0715	4871.570267	4942.979028	5185.419635	10994.67112	15409.22528	27109.67467	39168.97541	5076.393607	299.7532234	3385.847031	8327.051724	6536.66198	220.1858693	7016.473332	33825.54667	50.32243556	3010.392198	15649.07182	56.53788921	197.5190281	6888.615078	59.7694079	3764.903417	18809.21293	82.53891307	16988.96544	131.2475836	13887.97601	53.14838489	2964.286466	5874.263189	694.0543064	70906.30955	16884.83441	14777.8708	198.7505876	591.0502472	112.8628349	23.35480765	4776.632569	4973.86181	196.9721297	97.236429	290.10875	23182.46313	156.5380488	12799.2599	32530.80335	3225.342649	28.29005603	3980.911517	17189.14231	10517.32491	29051.6326	16930.6927	276.8770822	5077.553253	6886.238867	56286.514	3822.480377	164.3698572	3627.463821	18270.49702	6336.269529	6994.993299	95.91087874	55.99405619	1096.841553	13088.42418	19502.41791	118.5932691	5116.407046	6187.822252	413.6083527	227.2821576	4894.442859	8448.459572	501.596493	10439.9311	551.1543181	5070.175287	9118.481202	16955.7701	8476.474004	5456.273435	3942.233705
IGLV2-18	39524.54023	54714.6136	46121.89438	40781.92429	37394.98203	41052.86677	42988.81315	163905.7817	27089.41428	34302.70983	42825.58134	49138.28378	122785.1235	40147.09057	17515.41621	139109.3292	133133.3558	66195.36396	133542.1956	71801.23806	23827.1383	304593.973	68796.593	29639.47329	153204.5034	123062.1639	27469.65365	51530.70607	50966.70127	135312.947	55745.39764	96943.44696	42094.99588	71783.10111	71119.88397	74929.02093	158896.7014	51496.74018	66056.19826	73838.34364	30636.68287	167494.9264	38822.55937	58788.39783	70286.05006	28315.5052	106352.9702	37378.96495	126966.1842	52530.30898	45506.78516	80928.32245	61849.19468	46818.38049	65071.22216	111672.8551	12301.14834	54999.07216	36618.60572	86542.19366	92477.46752	23844.02168	83815.94411	86730.60964	94159.54901	179284.5099	126983.2331	48341.50305	36612.35287	74013.11264	30084.02311	441289.6301	27861.13228	60207.02454	50660.53352	126665.7876	92099.98303	84172.43134	91511.74904	36398.10877	26085.65502	55591.87263	99628.19117	78800.54351	19593.17569	66682.2156	78499.65048	47480.3385	30434.49464	266383.2677	50749.79274	39390.99694	42885.34986	94201.8936	22797.12952	35956.58535	70986.08163	5.247184426	23424.14534	88799.73434	91174.55357	52923.98847	154506.299	314261.0984	78404.72775	80621.20746	41616.18796	63251.3622	52975.76883	29815.37228	35514.00709	174105.5962	39664.36329	10328.32469	26983.0094	25386.0357	273614.9322	59441.16824	72040.66509	36561.58768	17095.18139	32915.37537	78772.19627	52076.91261	84288.77761	62114.872	115095.6897	56462.74546	19763.48627	19974.4892	50478.45312	12689.9709	93425.072	44717.86098	44000.97159
IGLV2-33	7714.497278	183.1791913	5013.047087	3180.910291	6806.884147	2318.339908	422.5795084	7356.05326	3845.773737	552.1602053	2073.016437	814.4809412	11550.64552	2561.695318	2659.682281	7626.370417	1169.12606	593.8000362	7344.069366	349.6715522	572.2310877	775.2926696	1198.009622	2958.722056	3065.382755	1821.528686	733.593433	1205.70123	1493.932408	3158.741365	285.703867	2351.83648	5064.839792	3772.118099	1292.855015	551.5484486	1711.918245	7132.974052	5478.508865	608.1469103	8659.823706	1397.830252	1325.331119	345.4454401	3279.99775	4193.740186	203.863403	4160.642771	1187.186742	1445.690308	2695.960998	3780.800238	1130.789753	2157.374035	813.1284045	4836.258554	2650.701868	4184.556727	10881.36677	3481.999788	11978.51977	600.0767885	604.1271396	34593.60657	4828.055483	1074.506504	1167.921481	5069.651953	912.2311256	4293.966141	882.1949104	991.6401116	904.8333146	1209.596773	420.5404367	1840.10841	2820.377772	761.6530483	816.5339339	346.8916024	3098.542862	777.4264121	2521.492292	1461.274786	1941.478964	1090.023105	817.224917	1054.731919	338.2624891	764.0828088	7567.865955	789.2422687	415.4032072	703.2644852	5673.516212	8184.595602	7148.058717	2713.457656	454.4352796	4997.307988	1169.699509	3099.701981	1136.882153	46211.28831	9337.794735	5336.646852	1636.141275	64050.83553	806.9251473	868.3302653	5713.118742	3132.982161	6946.667502	621.0247268	507.8076135	696.607564	12666.3443	8471.092455	2772.252057	707.929719	7859.472545	678.6565983	1645.470743	4368.330419	15872.36833	7886.062778	6479.589222	650.4733723	1088.02242	423.5725838	736.4464731	8959.005012	556.1349846	5125.711061	1908.097015
IGLV3-1	25.84760148	1889.193734	8137.096586	2015.620361	1983.495281	33233.0149	5233.975515	13058.6768	186.8734812	1176.207386	2231.565272	3230.097572	2247.387775	32935.50818	172.8790147	4204.75784	11621.79579	107.1937764	98365.70431	81449.291	99597.95915	43016.9623	34089.99482	1633.352859	129.4537737	8906.776023	3752.713118	330.7605511	1140.96768	187.3090848	4651.045667	42821.48479	84167.95181	3997.863197	3372.087671	747.1999705	10371.83658	208650.974	64572.22862	3191.808055	48888.12993	21551.2751	1.565227018	21631.79404	14.05908923	62.61686514	3398.14154	14948.60823	15356.85745	3078.139009	57595.61552	13640.72089	22964.7962	16307.95115	3068.757309	32284.28264	31141.72047	48.31478813	80005.91251	73701.22355	33138.58796	62.26499608	129354.4849	37708.22889	22040.84631	2710.639011	64989.09781	2294.320016	142.867649	11502.94501	4965.021845	6854.92939	15405.13474	146.5264612	13019.36902	301.9661966	10369.72648	93.49879972	160.4095379	4998.75859	140984.7556	89977.86597	17900.16431	17378.29531	278.3868202	140.2032328	132.4276521	104.1071352	48397.2529	8695.034099	1809.180104	6894.170198	144.4543286	47616.80463	23.77298794	75027.2438	121948.1528	99397.57056	107.4888418	7952.01807	52200.98177	13936.37568	19505.09129	4149.853295	2499.529433	42.12479626	7713.341817	21557.33385	333.6804064	82.21686758	9397.218378	18563.47228	13338.80784	1624.717923	25.44359275	2421.997885	71193.67923	198961.1506	75104.7165	4593.142602	3075.537817	14116.77637	304.1432229	441.7324829	3330.607772	18307.29829	3220.585237	21122.25421	137.6693546	1763.589014	109426.2266	58312.29809	35802.93751	118704.2637	3248.69793
IGLV3-19	3513.242412	8550.991518	9870.965984	23730.62357	11624.26833	8186.10485	15537.92303	25206.99675	1483.030795	979.1762578	18614.29596	22226.32183	16906.11678	52131.77819	1970.932004	65811.21972	16363.34291	11956.36231	112032.665	66200.97433	171861.2193	24778.5001	43912.7523	15628.75537	3134.40094	18987.1925	14928.42124	18243.1819	4819.148893	4651.883849	4143.115717	270882.3559	62096.58288	15192.65889	36664.9309	38004.16905	18960.92649	87109.72675	117138.7363	23712.23072	34398.38043	29180.738	2164.541641	75785.9652	13743.64113	2912.559284	54025.35026	15369.50978	33432.30141	28440.64789	49683.98184	33287.26689	21940.14424	27396.31646	11968.92475	135566.7856	78403.83974	6541.987738	84545.52416	49549.23283	25897.41214	8599.029447	56965.02956	73909.12328	24188.4828	16043.53659	398703.5236	9235.074153	3716.751041	23199.88494	10600.10651	17667.94199	18120.99609	6052.29058	6584.244662	20483.72109	26148.97798	13353.17349	3547.025139	25852.82562	163478.8065	275774.9997	33334.18745	31047.01764	8179.838307	2349.577744	5519.869025	3377.348945	22714.49058	40875.33574	7167.173829	15013.37021	8871.062296	78823.58849	8207.961963	48374.46784	57745.79924	72773.48096	15341.18782	21117.27253	94002.12239	64488.55487	45423.53736	34203.80391	25393.51433	5636.648075	29542.35938	24330.93919	5376.338428	810.627756	31582.54935	31906.7309	12037.54374	8630.702574	4703.443993	13584.33046	81902.64766	190115.1873	131353.9601	22809.31989	16682.53188	37274.19255	6432.562437	10143.43667	74232.41324	29297.40675	33976.83032	28774.21979	8015.185475	10719.47025	45213.50529	57260.22068	79169.81392	158117.0896	20371.6992
IGLV5-48	95.26986751	245.5477609	113.5422967	175.742063	165.6554333	190.1385501	47.14476165	11786.33617	321.3853529	36.62981555	2792.165323	241.8599494	101.1811101	7736.693418	381.8078983	1661.446555	1892.122304	136.9879546	220.7499341	838.3402066	584.2946777	156.1888044	54.34104553	150.2020388	8361.027483	1465.768244	117.469	1479.578883	168.5127151	73.53034721	135.06687	71.85403327	2657.3257	76.9720963	119.1241047	5708.14857	795.2620566	2344.95576	17.69057302	112.2437263	321.4785404	3731.099814	13476.50934	182.1492192	70.07690764	3783.639364	2440.672423	119.7228523	162.8271618	148.048066	1595.344866	10894.90231	6828.223567	7466.13319	12959.60333	144.7913508	54.73231342	362.9075799	81.3307469	3293.875658	2570.915522	156.2844545	3972.516234	2889.186562	313.8261821	5340.083258	5637.369827	261.1350023	9282.102477	10130.22439	39.01871763	210.1775878	16533.70293	73.28442165	54.84886652	7418.83156	4559.460621	49.00008932	1106.832762	3239.677008	1552.788012	120.1749954	75.1765968	17398.46889	73.16759869	119.2128997	8322.844688	6048.690008	307.675436	6072.871891	363.3366423	218.2901202	69.47237502	253.810517	51.00254451	670.7892639	107.3704541	4464.288229	289.6495859	321.1150912	69.49849525	416.6560008	904.4635607	4034.838994	10558.10582	218.2635987	3462.795321	95.90583824	85.51106072	71.40995838	129.6425286	37.79979996	134.6106115	54.1849988	82.74830042	7.382245092	346.0020017	3660.898755	78.16626724	117.9357014	4758.196642	1126.368338	208.0777787	99.06909438	9967.124956	393.1633417	273.648022	88.9867787	3772.241068	238.2972785	168.3673161	2656.131485	3945.413733	10612.247	616.3407353
IGLV6-57	0.262322055	132.5204729	7439.235893	347.2901609	92.55722274	7925.722608	130.1939907	470.1542994	127.8532411	69.85968706	70.16816479	245.6810332	285.0803774	9735.888227	71.43999261	331.759094	9636.150829	320.154457	17182.40187	469.3746947	7383.897188	288.9257153	21430.32769	11889.17584	272.5658619	4456.636905	118.5498721	128.8063644	331.436703	221.1417654	15711.8795	5884.054157	3637.320253	10181.78742	9025.611532	4075.23983	2822.596676	8245.906172	61.60875525	190.5751773	479.0709691	8382.816478	14.4315371	11101.97655	21.67135507	63.25353267	5.529720143	872.8437118	476.4260123	366.7463773	365.8821404	4247.999703	154.0502628	148.9673712	3.887052042	26408.25511	1874.609729	247.7233298	23242.29596	9054.316233	347.9243599	5108.506933	9987.51445	14772.13693	273.6126464	122.0024703	13514.30097	22048.37209	24.49480555	6500.447169	134.6632312	15240.18516	246.4078019	192.2111956	109.9092609	27421.62639	11799.0897	36.15021329	3111.980058	233.7800266	51.38459579	22515.60151	6177.044077	581.5716478	8595.620302	213.8710942	445.9442242	352.4214284	18666.56554	470.9188964	129.5331944	264.6325762	357.8455723	10818.68229	169.0863257	9960.184905	8476.363252	1.056779119	151.5720503	216.3464655	24531.00228	8732.846401	17431.68052	13949.82313	12118.84595	138.3940338	230.4027446	12569.03649	6046.919761	337.3582774	250.4986988	5739.427691	167.9833093	3975.996716	59.6601611	7.451487128	84.28598577	5774.285197	8771.595022	4874.375504	129.7894108	10906.32756	149.3637327	5554.231983	19502.02941	21041.44889	162.7401629	11142.27162	37.87771765	372.7085407	68.11027277	7796.067897	25491.1516	669.0393167	146.9577414
