sampleID	P167_261-Asymptomatic-0-216-0-lipid	P168_262-Asymptomatic-0-217-0-lipid	P166_260-Asymptomatic-0-215-0-lipid	P175_269-Asymptomatic-0-224-0-lipid	P164_258-Asymptomatic-0-213-0-lipid	P161_255-Asymptomatic-0-210-0-lipid	P162_256-Asymptomatic-0-211-0-lipid	P169_263-Asymptomatic-0-218-0-lipid	P170_264-Asymptomatic-0-219-0-lipid	P060_147-Mild-0-133-0-lipid	P047_142-Mild-0-132-0-lipid	P040_145-Mild-0-131-0-lipid	P033_150-Mild-0-130-0-lipid	P088_144-Severe-0-136-0-lipid	P066_153-Mild-0-135-0-lipid	P061_149-Mild-0-134-0-lipid	P005_164-Asymptomatic-0-139-0-lipid	P001_158-Asymptomatic-0-138-0-lipid	P109_034-Severe-1-24-0-lipid	P119_036-Severe-1-26-1-lipid	P073_029-Death-1-27-1-lipid	P080_027-Death-0-21-1-lipid	P094_031-Severe-0-23-0-lipid	P076_025-Death-0-28-1-lipid	P057_188-Mild-0-163-0-lipid	P178_272-Asymptomatic-0-227-0-lipid	P027_148-Mild-0-120-0-lipid	P029_099-Mild-0-121-0-lipid	P039_140-Mild-0-122-0-lipid	P063_154-Mild-0-123-0-lipid	P081_139-Death-6-124-6-lipid	P118_138-Severe-3-126-3-lipid	P004_146-Mild-0-127-0-lipid	P016_143-Mild-0-128-0-lipid	P031_151-Mild-0-129-0-lipid	P050_069-Mild-0-59-0-lipid	P014_121-Mild-0-58-0-lipid	P097_063-Severe-1-57-1-lipid	P104_055-Severe-0-51-1-lipid	P018_065-Mild-0-53-0-lipid	P084_052-Critical-1-52-1-lipid	P150_244-Asymptomatic-0-199-0-lipid	P149_243-Asymptomatic-0-198-0-lipid	P146_240-Asymptomatic-0-195-0-lipid	P145_239-Asymptomatic-0-194-0-lipid	P147_241-Asymptomatic-0-196-0-lipid	P141_235-Asymptomatic-0-190-0-lipid	P144_238-Asymptomatic-0-193-0-lipid	P143_237-Asymptomatic-0-192-0-lipid	P070_102-Mild-0-115-0-lipid	P115_024-Severe-1-114-0-lipid	P086_136-Critical-2-116-2-lipid	P013_129-Mild-0-110-0-lipid	P074_075-Death-4-69-4-lipid	P156_250-Asymptomatic-0-205-0-lipid	P102_087-Severe-3-80-2-lipid	P095_092-Severe-2-84-2-lipid	P194_288-Asymptomatic-0-240-0-lipid	P108_120-Severe-3-100-2-lipid	P090_125-Severe-3-105-2-lipid	P096_040-Severe-0-38-1-lipid	P025_041-Mild-0-32-0-lipid	P117_026-Severe-1-31-0-lipid	P111_035-Severe-1-30-1-lipid	P093_039-Severe-1-37-1-lipid	P067_067-Mild-0-60-0-lipid	P082_071-Death-5-63-5-lipid	P020_072-Mild-0-64-0-lipid	P130_224-Asymptomatic-0-179-0-lipid	P129_223-Asymptomatic-0-178-0-lipid	P127_221-Asymptomatic-0-176-0-lipid	P126_220-Asymptomatic-0-175-0-lipid	P125_219-Asymptomatic-0-174-0-lipid	P124_218-Asymptomatic-0-173-0-lipid	P123_217-Asymptomatic-0-172-0-lipid	P122_216-Asymptomatic-0-171-0-lipid	P087_214-Critical-7-170-7-lipid	P154_248-Asymptomatic-0-203-0-lipid	P134_228-Asymptomatic-0-183-0-lipid	P131_225-Asymptomatic-0-180-0-lipid	P049_006-Mild-0-2-0-lipid	P072_007-Death-2-6-1-lipid	P139_233-Asymptomatic-0-188-0-lipid	P140_234-Asymptomatic-0-189-0-lipid	P153_247-Asymptomatic-0-202-0-lipid	P136_230-Asymptomatic-0-185-0-lipid	P180_274-Asymptomatic-0-229-0-lipid	P179_273-Asymptomatic-0-228-0-lipid	P085_213-Critical-6-164-6-lipid	P177_271-Asymptomatic-0-226-0-lipid	P098_108-Severe-2-92-0-lipid	P062_068-Mild-0-95-0-lipid	P010_168-Mild-0-162-0-lipid	P112_113-Severe-2-96-0-lipid	P171_265-Asymptomatic-0-220-0-lipid	P092_020-Severe-0-17-0-lipid	P091_021-Severe-0-16-0-lipid	P099_019-Severe-0-18-0-lipid	P077_107-Death-5-89-5-lipid	P113_199-Severe-2-151-0-lipid	P071_202-Mild-0-153-0-lipid	P003_200-Mild-0-152-0-lipid	P107_204-Severe-2-154-2-lipid	P045_171-Mild-0-159-0-lipid	P034_178-Mild-0-158-0-lipid	P189_283-Asymptomatic-0-238-0-lipid	P190_284-Asymptomatic-0-239-0-lipid	P185_279-Asymptomatic-0-234-0-lipid	P186_280-Asymptomatic-0-235-0-lipid	P187_281-Asymptomatic-0-236-0-lipid	P188_282-Asymptomatic-0-237-0-lipid	P181_275-Asymptomatic-0-230-0-lipid	P182_276-Asymptomatic-0-231-0-lipid	P183_277-Asymptomatic-0-232-0-lipid	P184_278-Asymptomatic-0-233-0-lipid	P075_053-Death-3-48-3-lipid	P105_047-Severe-1-46-1-lipid	P078_030-Death-2-42-0-lipid	P079_045-Death-0-43-0-lipid	P028_004-Mild-0-1-0-lipid	P042_167-Mild-0-146-0-lipid	P051_160-Mild-0-147-0-lipid	P056_176-Mild-0-144-0-lipid	P032_170-Mild-0-145-0-lipid	P030_141-Mild-0-142-0-lipid	P055_174-Mild-0-143-0-lipid	P015_163-Mild-0-140-0-lipid	P026_169-Mild-0-141-0-lipid	P160_254-Asymptomatic-0-209-0-lipid	P159_253-Asymptomatic-0-208-0-lipid	P083_083-Death-3-75-3-lipid	P110_079-Severe-0-73-0-lipid	P103_080-Severe-0-72-1-lipid	P100_093-Severe-0-79-1-lipid	P019_095-Mild-0-78-0-lipid
0.93_571.288899454268	770134.7074	937721.6993	1021830.969	371974.0608	623270.9574	445271.3066	494675.4279	905013.5458	324798.3804	673914.2979	1037945.538	262238.6719	730656.6328	741411.5988	678188.0449	795842.2275	1573415.302	894238.231	1706152.567	916827.8265	2697235.82	1411371.353	1333541.722	2149056.052	558274.3372	1073224.303	603195.1526	1209116.156	879796.0292	311573.6532	1152362.509	638516.7472	1316043.638	781257.6569	667449.9847	624064.5164	719140.554	1111613.142	1373519.612	500733.9514	1238196.772	728829.6534	841204.1553	598945.9458	266969.2467	312876.8901	456710.9535	356574.737	566854.3257	699979.2129	580781.6443	826217.7532	723841.1029	881344.5549	368977.5537	405797.1454	277707.6646	509101.6217	600229.8257	643205.4839	1132667.555	560408.3849	713482.7809	1761375.456	832949.8467	503296.9687	902277.2462	1387772.098	391771.3824	538711.6618	586951.5548	456559.3868	670197.133	669611.2209	805986.1386	500836.9715	1446642.516	957967.3401	348289.631	714088.1125	911999.0778	1107624.17	350236.6346	716515.7656	771324.8031	582055.767	286482.9718	766593.62	2142125.596	1139843.4	522003.0481	1258359.271	957754.6362	891903.3519	539209.645	986707.6884	921998.1253	1090564.582	842379.936	441276.8702	468463.2163	661006.507	413726.7784	312914.6341	719584.8896	228993.923	280090.9436	344333.4327	318425.0571	210036.6512	249335.7692	340523.0956	248514.2841	310676.9284	346330.5909	1008567.912	902168.0219	744413.2434	630732.5533	1637639.823	578792.3251	320699.0083	520890.7663	511010.8765	451091.2455	1259583.787	398379.7038	583642.1769	323145.6929	443074.0081	1226190.038	632219.205	1154170.46	131795.1096	1290807.797
0.94_433.236090716463	2857161.969	3545819.287	2989622.178	2028375.608	1709743.479	1497247.344	1701149.291	2051321.429	1742673.786	2111712.588	1942461.392	1927671.873	1824528.229	4690694.756	1809490.233	1849329.889	1683883.133	2174253.771	4480460.968	7912124.226	5092108.838	6041766.29	2313705.425	6136683.387	1925065.25	2264164.285	1566543.257	6457903.754	2585550.02	1522844.841	9627250.375	6218958.172	2255057.431	2039109.582	3273544.606	1799828.757	1971952.497	2736668.855	1058472.308	4641597.088	2221413.675	2019079.566	5268587.703	3259199.022	2936151.704	3733374.151	3817135.258	1967316.209	2777224.27	2093057.033	861969.0395	2368662.181	3388931.709	1678018.043	2665548.063	3945395.282	2512314.629	601022.9156	2746282.07	3150240.703	2113513.206	2228843.688	3870797.829	5675992.991	3984577.852	1666918.142	970316.3547	1203626.659	2136776.834	3784322.942	4628920.353	2469990.31	4155058.665	4073321.317	2754423.636	3665847.18	20622445.6	2515913.378	3778646.133	3194202.018	4876589.994	2606502.688	4007983.604	2887189.914	2390279.59	5399207.45	2825329.913	1878988.227	5462742.519	2263102.727	2893645.708	2833139.372	9738681.522	1870020.344	2248766.905	3111279.429	4955328.313	2871636.341	3321457.177	1020243.27	1160804.945	5473810.928	2330333.118	2555151.425	3041899.025	1080243.2	2023286.448	1164424.957	1190987.802	1107752.327	998072.7778	2125389.208	775819.8413	803737.1875	859368.4475	1899199.423	1865224.509	831329.3185	2947105.012	1577975.866	6183145.886	5024182.333	2533151.19	2793438.967	6005807.411	2896282.978	2556388.815	2125657.444	3726751.269	2648917.802	1738815.526	2608391.261	1831565.707	208473.4054	3814135.878
0.96_568.339651454268	283113322.5	414215052.8	234204488.8	280394367.1	448766716.8	284985133.8	254530821.5	201569986.8	384094747	298947743.3	424323761.3	247554274.8	199304940.2	230703750.5	242639170	247578235.4	153471239.2	425547103.3	439367638.3	275807944.5	139275571	541475399.3	374345942	178321543.7	419285559.2	249178782.9	202110022.4	364756693.2	268416346.6	461828612.9	311552021	517361857.5	296547486.2	234858469	302044851.8	192885520.8	264759785.1	193202811.7	376947360.6	405597520.1	171870907.1	413626454.4	140467360.5	191751267.2	156550849.6	227818917.8	149575219.3	271195431.4	317789280.4	213289721.5	284376715.4	358113271.5	324705032.4	129683813.5	143099117.7	166079214.6	294898855.5	388814147.9	137186805.1	294964541.6	269549151.8	329560401.5	267922139.6	299396198.8	284556684.8	299853749	320885593.8	254896337.5	289449864.5	187050172.7	261748606.4	262975065.6	309345332.8	249329061.7	219808080	230242577.4	694282686.6	144561465.9	205925432.3	151173712.4	307376848.9	293230003.6	211463553.1	222961443.1	228161181.8	275772183.5	268583277.7	425507919.7	235854531.7	411958892.4	463831609.7	278484723.2	328402101.1	96507321.7	296176032	383043501.2	239988893.1	281332066.2	173249623.5	173475287	261475913.9	323556805.9	263093355.8	380226475.5	251630358.9	276132120	279152100.3	248620271.1	252312093.1	254116192.4	177670398.8	482049145.3	177519381.3	198154947.1	349512736.6	128158404.2	357131075.5	73684823.51	239296033.1	317985858.5	375291871.3	240663873.7	282815113.3	151758704.2	318190359.7	280029377	237760876.4	234534737.4	292365260.6	207417624.5	378148386.8	417800130.1	334350258.4	206334897	265259753.8
0.96_612.331164935976	16961459.41	26357889.76	15523498.11	17698892.5	29158544.88	17727451.66	17377652.25	12515267.73	24487395.21	17011696.09	16274735.07	7484448.206	10966942.87	14007811.85	14902877.63	13234450.49	8823425.906	23251861.74	21785892.63	15488175.04	10866074.78	21580175.22	20397419.37	8547144.831	22371970.21	15269573.26	13118051.12	19669166.18	17409952.76	20218285.85	15961094.71	29391934.98	22227547.77	13301696.08	19366597.35	11391364.15	16205299.93	11718249.74	20254453.8	23782630.87	11040861.12	20051608.51	9830980.315	12591527.58	10184242.08	14616669.1	10227852.96	17405131.93	19501205.68	11397658.21	16055654.94	19592139.12	19751640.77	11870836.17	9484038.323	10326193.63	15849043.56	25679140.49	8411173.133	18002990.13	15462115.46	16769735.44	14269695.51	18449708.23	15029040.12	17409688.23	19979792.3	14697966.79	18448733.37	11921339.21	17997472.61	16379627.58	19369489.41	15709238.11	16033251.57	14849121.82	43458780.41	10691268.07	14152204.36	10150854.96	17680504.27	15632734.5	14562642.12	13583600.06	16417438.48	17639018.88	18243269.92	25578688.87	12635474.47	25537277.45	29343361.3	15464953.41	16417125.52	6083048.79	20500877.32	20030455.41	13590204.03	19919115.48	11364990.48	10471422.93	17254146.19	15300069.77	16727236.62	21599334.99	15959294.65	16610431.33	18063677.8	13740917.42	15071621.12	14854576.97	10942014.69	26767406.03	9981153.626	12056727.47	20206954.39	8580471.04	18364937.54	5322583.706	14918628.07	16647059.42	19949651.33	16300659.63	14749226.4	9150508.35	17986900.97	18452778.83	14091984.33	14458178.78	20610263.51	14481792.24	21149322.31	18205594.7	20115543.01	13928707.45	13793967.99
0.97_597.304586521341	1421808.071	2896436.602	2224051.112	1529543.402	1092919.866	930627.432	2834795.169	1892810.577	676219.1011	2022717.337	1485506.023	928209.3694	1172640.594	1390474.79	2044367.811	1740347.022	1916622.082	1002218.387	1855112.36	2483457.83	4436931.23	1686327.456	2691980.19	2390579.583	1668038.172	2124853.5	3792140.014	2704067.442	2472124.147	1198263.879	3068919.414	1012619.627	3293460.483	1561405.928	1686659.493	1140392.634	2183229.192	2323085.198	2918005.389	1036843.45	1583783.277	1478497.304	1176866.553	1044924.976	955248.554	956751.9471	977519.2205	987204.8224	867353.945	1623885.689	1408267.451	1104460.714	1393657.678	1357150.855	1567778.729	1372878.875	1168068.5	871654.4716	1407778.928	1458754.182	1813799.949	2404933.159	1845059.701	3026779.448	1990494.568	813239.2281	3134526.054	1751687.542	1074194.733	1036412.7	1336529.772	1270961.182	1228844.719	2371210.525	1430530.263	1105384.64	6439735.351	1224501.079	796204.5522	1375018.176	1739591.122	1679970.186	669704.0778	1246969.567	1136544.853	963148.3268	1362515.221	3732926.46	3219566.363	1674210.508	761470.772	2352352.13	1589949.344	1541664.825	1293696.788	1675618.434	1543056.18	1603259.44	2595614.953	1270320.9	1280086.303	1260858.15	1277462.66	833107.2099	1759244.163	872577.543	738745.5176	1037361.508	566571.0852	1181065.052	800490.4845	2095860.535	853359.629	891393.3632	1187415.182	1421512.417	3138343.781	1606578.682	3153946.667	2142911.033	1600154.501	774281.2164	622553.2383	1371426.96	1092164.51	2096243.771	983612.7519	1437039.491	984445.7111	1125892.301	2267743.047	1411415.283	2788289.957	549890.2329	1468548.444
0.98_538.315582426829	20667638.92	37422540.18	30049028.2	21458893.92	28175092.45	25939850.74	22557985.44	23620099.73	15269610.08	24629302.33	24470713.18	16596273.9	20730018.07	17079364.77	21812771.55	23728154.04	28578948.28	28013983.98	27264185.83	32881984.32	20027321.56	24634278.15	56052014.35	28697542.5	19032166.2	24711646.72	20797748.14	26115722.41	20882381.87	25522111.26	9630395.208	32076535.44	30216982.84	16026005.54	22657089.7	23958363.22	24959650.11	28591746.7	37813545.6	21580942.29	29761615.17	19906770.09	28000497.96	29015972.12	16034104.93	23738448.6	18585950.45	17938817.51	20596069.17	16585858.76	20141645.24	15103204.42	25355603.55	8497051.319	19027105.67	27758144.08	15817394.11	25755648.4	19300599.45	22490501.83	25388879.07	18229056.14	28127969.88	12779916.13	30289390.44	21856605.59	19093129.06	33243048	22518752.32	29038925.2	29497973.83	29344965.18	26728174.33	19210979.94	43731349.25	28844698.57	30460598.26	24294583.06	25650191.17	26215351.57	18072618.98	11767014.23	36994063.27	29950184.99	26263005.64	15550760.08	20639393.96	29567915.15	19523456.73	26697192.72	27700866.71	26960486.89	38850113.54	23941692.45	17044511.12	41375910.12	24996145.65	18741139.12	21301195.16	16833114.04	30038227	26318453.95	27454026.11	21692423.44	20387668.04	23329020.07	38550705.5	23387914.09	25219818.79	19320287.78	22286387.87	33292613.27	18966519.42	21110683.28	20558096.82	10292440.15	19235082.83	3295316.75	23293634.47	21548189.98	26074021.36	27531215.74	30086452.55	18100734.58	29381975.21	29494431.69	19281006.09	15226750.11	25000130.13	21653668.3	14942792.66	23341892.68	36011345.08	28093744.5	38013385.45
0.99_494.324277759146	329981867.3	554845780.3	424482366.9	321402876.5	415959568.2	380353839.4	324515994.3	352562281.9	274534571.5	398301547.2	537507886.3	320942946.3	341094789	267099710.9	353139800.9	420798820.1	461304681.7	492028682	505675944.5	562057106.3	302592933.5	576561954.6	982507183.7	579539871.7	323598590.6	377638241.6	314659556	460872020.8	308957434.1	468280997.2	173041434.1	522955631.5	432036707	287756272.5	345398455.1	402330665	375933593.1	439430844.9	638747491.3	351581794	437687039.4	385046523.1	418304735.3	414677867.8	247870664.8	344293301.3	263586078.5	269254151.9	326458884.8	290159188.4	330735628.4	257733341.4	412320084.5	110149756.7	277150404	438873080	271057787.1	369494723.4	316829454.8	353132572.1	417153023.8	336727197.9	497567520.5	223359397.4	530685754.3	347326623.2	307208371.7	561566647.2	345954753.9	436621394.2	426501889.7	476777589.9	410460677.4	301863948.1	650530222.4	443594671.2	479459717.5	322025322.4	374080053.7	385531262.5	306188444.3	221340257.6	516916956.8	464959586.8	361170581.7	247561235.9	296169060.4	453601646.9	347448835	404022131.2	426867086.9	443891258.5	710676583.6	369415136.1	241157439.1	737352084.7	418968833.1	275061423.8	331117867.6	263220630.7	434744888.7	515360538.2	402226830	348532368.7	324634490.5	384815542.5	554194554.6	426673288.7	404842467	332343299	373011178.2	532445929.3	324753490.7	360575587.7	334889341	150487081.5	325939231.4	47782698.27	371004502.6	369023695.8	466734778.9	404818553.2	541196420.3	276284693.6	482415083.3	425154921.9	327031353.1	254757046.4	335291626.6	314709282.5	261030959.6	460714114.2	570773368.3	417449541.9	682061126.1
0.99_516.306903158537	39884116.2	58098239.17	40777455.11	36652152.99	45549037.65	42205919.93	31818956.12	39663267.89	31612194.09	44379211.6	65508543.24	40457386.58	41185571.5	26372281.17	43014946.74	48476818.57	60344527.83	57434622.53	70216490.03	83947565.8	51038803.21	161110800.2	127490429	135036717.2	35733357.27	43259357.37	31375257	55131045.3	36260162.82	51516401.56	21548788.2	63060426.8	53425617.42	39527952.41	44091973.98	52594906.42	42381776.21	57049601.45	74180830.93	41370826.55	53029456.69	39753069.64	49485169.65	49837311.48	28332104.17	39308914.84	30689722.67	28432672.61	34800986.12	38759233.7	37181163.49	49423725.34	42653629.28	16550250.83	31988443.7	59655888.77	34077634.03	44771296.18	47217020.18	48221831.69	49584032.05	53556093.46	65259762.84	35903507.62	60183898.18	39327804.47	39323493.59	63451550.97	37758490.99	51263480.7	56277180.77	56983972.1	43115047.22	36983165.78	84822977.82	54590705.6	53263004.22	37396082.37	42731961.67	41606617.48	18861921.77	40434599.52	64158577.54	51814959.02	39478742.44	24339970.5	32584290.88	44094239.17	56539003.35	42713014.66	56870148.83	49137558.98	77031568.24	48335579.04	23533498.01	95377248.25	53714425.19	38091416.12	60286554.55	28074326.57	46518523.42	45733140.69	38319102.65	42331715.02	38243399.65	33678462.71	51419238.69	40645087.76	33978980.32	28588159.77	39764460.87	38989762.56	32650009.91	34180838.26	35805013.24	18420944.93	41448237.87	4804579.871	61903034.35	45062076.07	56610883.34	39164602.99	62944892.98	29317484.89	57404628.29	47359960.1	38652320.75	32392799.07	33473295.4	32178333.36	39692910.16	55309629.3	76733041.21	34899763.24	99023854.54
0.99_526.292917118902	25516174.55	39276426.87	19953920.15	31658270.18	41621543.12	31598631.48	25953446.32	21794666.39	42658036.04	30691539.2	45712752.52	25896276.06	32406832.53	32572248.96	30649064.25	29534395.59	17850804.98	46892503.69	57502587.76	41131527.39	20442117.84	101705807	52671461.29	46860835.85	51850511.57	23309504.77	28395185.24	38823925.21	23423054.69	60182857.58	83312807.25	59571962.94	38266939.66	40365960.62	30870335.55	40471720.56	22455985.19	23013439.15	61243121	44349490.33	28053211.62	58754215.7	27033999.91	22381066.01	26707437.49	26856622	18623640.78	49920831.89	32180823.7	40711613.38	36537012.11	74534915.77	43086826.01	21031381.04	19321710.31	34582787.71	41999221.17	58488910.74	19721188.05	28533352.44	36462359.21	53601714.31	44313282.67	24783819	35135799.4	38297738.22	91224019.43	29771963.62	45653242.37	20003946.37	45171396.84	25453999.94	43652261.2	27987402.88	30656261.15	31622299.45	296241589.2	26011749.16	38275570.11	22536468.48	41484060.4	49858515.64	28793582.65	22703210.7	34406006.74	23769720.33	24264701.82	36062721.19	66947982.05	49931368.22	82990562.92	43633321.01	44649867.3	22524749.43	36014628	56748637.86	35133342.79	42271241.23	49115338.17	24534474.27	43791225.61	51176636.78	48179215.36	44212883.53	40227066.4	28677112.68	32150202.24	24443402.36	42619915.57	26228513.7	27333134.63	40010439.13	20145860.76	27583147.94	29587691.08	27505855.88	41964584.65	17064498.18	32813275.06	38816262.66	42744349.41	30405418.3	41529731	22667624.78	23701352.48	34482470.07	27044360.45	23581397.32	29576192.29	22051776.71	61188494.12	62610723.25	55782377.2	23519339.94	49716994.95
1_588.331184237805	83908355.05	113030708.8	64103046.57	104649224.7	109567021.4	106932642.6	84414201.12	64479912.83	131802040.3	99596162.67	81051185.63	45301371.28	47702877.02	86545587.82	109869453.9	91825945.28	72840266.92	119287131.6	82034086.98	69142336.57	50064147.78	57591428.34	120990447.5	31643106	99830274.11	72401155.17	97425620.49	79667313.39	134869951.1	109773349.6	92314557.29	202828607.9	166559382.4	98302825.51	89203883.5	50174044.48	97849090.18	59885862.92	138969590.4	87728973.5	54533312.35	96496335.21	43576882.91	80346728.24	37900784.25	66882630.12	55101934.18	77116574.99	59260117.76	43352367.25	118482164.5	58750903.54	103652044	25952597.45	54849698.4	69773155.56	87186546.44	112217928.9	61400789.62	104280738.8	86685317.72	67561562.37	133668173	75583013.99	96571047.75	81995596.71	45387993.01	121700113.4	91072227.22	73350530.87	65919606.33	68754995.24	73078761.24	94570680.05	90328894.03	81554768.47	165337295.3	55125160.72	80894108.03	60468731.89	86653615.29	70430422.64	89789184.4	67154821.88	74991462.14	63889591.52	82792320.49	159235747.5	42795812.79	139149227.8	81310803.35	80632745.1	80168538.26	66107341.48	73203512.51	101029665.9	61579474.35	104672101.3	27072553.91	65683020.27	66835930.86	98239629.58	84136690.89	125083156.2	65047098.48	56274052.83	100486530	57158627.9	79844684.19	92102676.99	54740331.11	127880044.3	51809378.34	71748052.35	103592612.6	27016873.34	113604573.9	6974074.581	53176937.83	89902193.18	122138617.7	132359807.8	74005712.33	52736511.2	74132951.01	139411661.1	67688129.74	72362499.01	110305918.9	82128152.77	73428097.79	81403052.75	130631773.9	64670146.47	72093594.04
1.01_544.339950789634	1398395480	1805947872	871476416.4	1620306545	1608383330	1662300871	1352103824	935247361.5	1990945713	1632121577	1859897777	1201093822	752442949.4	1381646625	1716818618	1698756598	1199081506	2120494629	1547518066	1130699129	564251628.2	1365090609	1972047651	556397264.7	1834505743	1107977783	1430818349	1359469978	2029400492	2350440420	1813421309	3496992974	2142165198	1738880227	1360940695	837121950.5	1486927437	916803838.8	2390703172	1474444224	729596109.2	1954366343	622670294.3	1182092241	577649761.7	1024585692	809988607.6	1090474731	868871361.9	765388399	1983602024	1028571509	1615788264	259619319.7	810097005.2	1098573717	1498594152	1819387372	1014491351	1617702600	1437630339	1162276385	2248831459	949252333.7	1679691568	1317484661	741942688	1947703017	1446995925	1030484692	966174233.9	1107279179	1076680309	1406061283	1375227913	1291433410	2589679233	708436857.5	1147422490	920548154.6	1462204008	1369375541	1264779613	1077299833	1032325586	1016715361	1196047323	2387664873	769943713.2	2184040744	1216464911	1242007805	1527650932	983756714.1	1075601978	1801934142	967075749.5	1431982045	391965754.4	1066080406	972629776.3	2000896557	1241490486	2139106110	940858298	908310088.3	1416304361	1038785842	1266806962	1541719423	903275422.4	1984982017	896895861	1215425452	1723494777	404551924.9	1952707419	98899302.82	812157262.8	1536648950	2339675496	1913146617	1418388579	845594150.6	1246251667	1953273906	1144539199	1148696970	1450604563	1260231003	1269588924	1654948164	2026334732	963666777	1213693741
1.04_502.292821341463	44758778.8	76700939.57	35488822.38	67025071.57	57543630.68	61938602.27	70268886.09	45134313.68	75826104.38	54784341.7	72926900.02	40483905.86	48912005.11	69948452.13	63897938.18	66160057.46	48778776.45	68729179.84	68426338.84	46926813.33	27800659.71	123796741.3	80246755.8	73446552.93	66701667.02	52062115.55	54111330.41	52112789.6	49378294.92	96168710.93	100623719.7	111501851.1	89319901.55	77884922.72	48258362.84	53142039.11	45454649.79	40120612.64	99158318.9	66605692.41	43062011.27	99897534.17	48707652.84	55921925.17	45394820.59	71938650.95	41276355.56	94530460.01	51453062.56	63110080.4	75982235.76	61984045	76155065.96	31328457.69	43520686.3	61318018.76	61738454.78	86880887.04	42346826.47	50380093.94	57323388.43	63161058.89	97719182.32	43792277.25	82068248.83	57758926.63	101386375.9	71834219.82	71819034.37	43421246.13	62638895.14	41961817.08	66415867.82	53220742.61	65640730.14	58047946.96	438668938.6	50204011.3	69551296.1	43887802.6	85890382.38	52026196.44	66724808.32	51342310.83	59123951.56	63013171.33	46782498.61	99191589.59	74375202.32	104965053	90264791.27	84397310.01	62039333.04	69060157.05	46409156.72	88982187.73	52375083.42	61198011.14	52564320.65	49343236.62	49861174.54	93159426.28	89418448.19	76953077.33	65471111.18	38675749.42	46460862.48	37261714.27	70087552.32	50866153.32	43408181.9	80271020.77	30037247.11	43132175.42	51566036.5	25922146.76	61647340.07	9080199.338	50398001.62	66880989.35	78710452.73	65167112.33	77786543.17	38298182.67	33549067.26	69101790.19	54827000.82	40898979.61	76306164.9	64448508.82	102190497.5	83632141.37	96081697.24	39129927.19	70926598.04
1.04_502.293011981707	45115450.37	76644637.92	35504824.85	67253365.39	58346609.91	62011107.83	70356881.82	43965895.34	75922549.63	54768703.66	73149675.06	40490025.4	48964010.51	69995436.79	63945557.69	66244108.46	48971178.93	68768598.37	68433362.95	50134155.89	27777669.99	123934026.2	80316077.29	73485538.01	66715622.59	52094831.03	54144040.11	54482041.04	49387096.83	96092991.16	100728656.4	111515204.8	89371892.2	78003453.94	48276355.44	53153409.53	45632423.55	38738257.27	99235714.21	66767110.17	43161388.8	99744333.33	50590112.63	54253417.15	45378173.64	71993821.32	41301128.47	94661379.98	51502804.17	63071887.71	76201838.94	62049804.59	76190248.56	31310250.44	43581047.97	61369798.36	61789337.88	86998033.21	42413308.59	50406959.2	57353400.66	63217495.75	97781560.91	43785025.29	82122421.98	59116916.81	101376139.5	71834832	71886960.17	43448415.88	62688401.84	40933118.95	67574065.64	53247560.41	65692874.7	58094362.94	438956863	50227331.73	69644444.05	43923868.01	85946648.93	52064141.66	66746412.11	51375746.2	59168970.3	62572433.67	46418161.29	99227943.09	74365500.47	105009052	90386058.53	84253256.39	62015698.15	69172208.94	46429478.82	89026160.62	52188518.99	61214864.34	52581923.48	49508897.27	49912154.96	93176920.68	89538922.16	77061836.14	65537567.45	40297445.65	46401323.41	37227459.02	70151885.36	50920247.43	43501319.61	80375035.95	28585868.29	43152686.72	51777422.17	25933510.44	61674290.28	8739065.612	50414920.35	66926146.13	78742564.45	65224458.41	77836969.12	38354202.42	33829122.44	68995923.36	54886321.09	39547152.87	76409914.88	64501731.69	102212626.4	83661768.95	96160300.47	39147783.17	70973576.31
