sampleID	P167_261-Asymptomatic-0-216-0-lipid	P168_262-Asymptomatic-0-217-0-lipid	P166_260-Asymptomatic-0-215-0-lipid	P175_269-Asymptomatic-0-224-0-lipid	P164_258-Asymptomatic-0-213-0-lipid	P161_255-Asymptomatic-0-210-0-lipid	P162_256-Asymptomatic-0-211-0-lipid	P169_263-Asymptomatic-0-218-0-lipid	P170_264-Asymptomatic-0-219-0-lipid	P060_147-Mild-0-133-0-lipid	P047_142-Mild-0-132-0-lipid	P040_145-Mild-0-131-0-lipid	P033_150-Mild-0-130-0-lipid	P088_144-Severe-0-136-0-lipid	P066_153-Mild-0-135-0-lipid	P061_149-Mild-0-134-0-lipid	P005_164-Asymptomatic-0-139-0-lipid	P001_158-Asymptomatic-0-138-0-lipid	P109_034-Severe-1-24-0-lipid	P119_036-Severe-1-26-1-lipid	P073_029-Death-1-27-1-lipid	P080_027-Death-0-21-1-lipid	P094_031-Severe-0-23-0-lipid	P076_025-Death-0-28-1-lipid	P057_188-Mild-0-163-0-lipid	P178_272-Asymptomatic-0-227-0-lipid	P027_148-Mild-0-120-0-lipid	P029_099-Mild-0-121-0-lipid	P039_140-Mild-0-122-0-lipid	P063_154-Mild-0-123-0-lipid	P081_139-Death-6-124-6-lipid	P118_138-Severe-3-126-3-lipid	P004_146-Mild-0-127-0-lipid	P016_143-Mild-0-128-0-lipid	P031_151-Mild-0-129-0-lipid	P050_069-Mild-0-59-0-lipid	P014_121-Mild-0-58-0-lipid	P097_063-Severe-1-57-1-lipid	P104_055-Severe-0-51-1-lipid	P018_065-Mild-0-53-0-lipid	P084_052-Critical-1-52-1-lipid	P150_244-Asymptomatic-0-199-0-lipid	P149_243-Asymptomatic-0-198-0-lipid	P146_240-Asymptomatic-0-195-0-lipid	P145_239-Asymptomatic-0-194-0-lipid	P147_241-Asymptomatic-0-196-0-lipid	P141_235-Asymptomatic-0-190-0-lipid	P144_238-Asymptomatic-0-193-0-lipid	P143_237-Asymptomatic-0-192-0-lipid	P070_102-Mild-0-115-0-lipid	P115_024-Severe-1-114-0-lipid	P086_136-Critical-2-116-2-lipid	P013_129-Mild-0-110-0-lipid	P074_075-Death-4-69-4-lipid	P156_250-Asymptomatic-0-205-0-lipid	P102_087-Severe-3-80-2-lipid	P095_092-Severe-2-84-2-lipid	P194_288-Asymptomatic-0-240-0-lipid	P108_120-Severe-3-100-2-lipid	P090_125-Severe-3-105-2-lipid	P096_040-Severe-0-38-1-lipid	P025_041-Mild-0-32-0-lipid	P117_026-Severe-1-31-0-lipid	P111_035-Severe-1-30-1-lipid	P093_039-Severe-1-37-1-lipid	P067_067-Mild-0-60-0-lipid	P082_071-Death-5-63-5-lipid	P020_072-Mild-0-64-0-lipid	P130_224-Asymptomatic-0-179-0-lipid	P129_223-Asymptomatic-0-178-0-lipid	P127_221-Asymptomatic-0-176-0-lipid	P126_220-Asymptomatic-0-175-0-lipid	P125_219-Asymptomatic-0-174-0-lipid	P124_218-Asymptomatic-0-173-0-lipid	P123_217-Asymptomatic-0-172-0-lipid	P122_216-Asymptomatic-0-171-0-lipid	P087_214-Critical-7-170-7-lipid	P154_248-Asymptomatic-0-203-0-lipid	P134_228-Asymptomatic-0-183-0-lipid	P131_225-Asymptomatic-0-180-0-lipid	P049_006-Mild-0-2-0-lipid	P072_007-Death-2-6-1-lipid	P139_233-Asymptomatic-0-188-0-lipid	P140_234-Asymptomatic-0-189-0-lipid	P153_247-Asymptomatic-0-202-0-lipid	P136_230-Asymptomatic-0-185-0-lipid	P180_274-Asymptomatic-0-229-0-lipid	P179_273-Asymptomatic-0-228-0-lipid	P085_213-Critical-6-164-6-lipid	P177_271-Asymptomatic-0-226-0-lipid	P098_108-Severe-2-92-0-lipid	P062_068-Mild-0-95-0-lipid	P010_168-Mild-0-162-0-lipid	P112_113-Severe-2-96-0-lipid	P171_265-Asymptomatic-0-220-0-lipid	P092_020-Severe-0-17-0-lipid	P091_021-Severe-0-16-0-lipid	P099_019-Severe-0-18-0-lipid	P077_107-Death-5-89-5-lipid	P113_199-Severe-2-151-0-lipid	P071_202-Mild-0-153-0-lipid	P003_200-Mild-0-152-0-lipid	P107_204-Severe-2-154-2-lipid	P045_171-Mild-0-159-0-lipid	P034_178-Mild-0-158-0-lipid	P189_283-Asymptomatic-0-238-0-lipid	P190_284-Asymptomatic-0-239-0-lipid	P185_279-Asymptomatic-0-234-0-lipid	P186_280-Asymptomatic-0-235-0-lipid	P187_281-Asymptomatic-0-236-0-lipid	P188_282-Asymptomatic-0-237-0-lipid	P181_275-Asymptomatic-0-230-0-lipid	P182_276-Asymptomatic-0-231-0-lipid	P183_277-Asymptomatic-0-232-0-lipid	P184_278-Asymptomatic-0-233-0-lipid	P075_053-Death-3-48-3-lipid	P105_047-Severe-1-46-1-lipid	P078_030-Death-2-42-0-lipid	P079_045-Death-0-43-0-lipid	P028_004-Mild-0-1-0-lipid	P042_167-Mild-0-146-0-lipid	P051_160-Mild-0-147-0-lipid	P056_176-Mild-0-144-0-lipid	P032_170-Mild-0-145-0-lipid	P030_141-Mild-0-142-0-lipid	P055_174-Mild-0-143-0-lipid	P015_163-Mild-0-140-0-lipid	P026_169-Mild-0-141-0-lipid	P160_254-Asymptomatic-0-209-0-lipid	P159_253-Asymptomatic-0-208-0-lipid	P083_083-Death-3-75-3-lipid	P110_079-Severe-0-73-0-lipid	P103_080-Severe-0-72-1-lipid	P100_093-Severe-0-79-1-lipid	P019_095-Mild-0-78-0-lipid
1.07_504.308440743902	11347157.5	13894120.01	7976908.941	9579494.374	17616148.61	15329850.19	13457139.63	9313957.663	9687645.118	8026555.387	11422757.63	9930070.414	14810907.21	8042973.236	11576345.32	13972382.13	12717705.68	12728533.94	12656503.12	18941268.65	17399145.55	11341196.12	36789571.55	13901596.41	10132582.34	25470416.7	10715338.43	7152792.894	10590176.46	8029064.5	7827296.893	13652424.74	9895692.99	14185269.52	13496330.01	10429557.72	12540141.37	12661427.78	14042901.66	11127103.21	8697731.889	10218777.7	12164687.8	14187012.22	10655246.42	9560980.851	10967182.63	11474505.44	12831562.1	11196542.96	22810259.35	9944121.285	11351678.85	4542936.413	16349189.47	16935050.82	11488733.05	10039965.3	10985115.26	15210852.83	9102169.818	10187799.33	14679613.47	8931425.644	17941663.62	18564926.42	15551747.11	7026856.558	16556636.6	22207010.99	12952694.91	20827117.96	13207672.02	9403606.688	19842795.96	21004530.23	10250555.51	19958070.96	10100833.51	17001694.58	4549771.667	6842420.967	18366502.25	14675832.95	8831828.313	11047659.88	10628378.08	7511914.616	9811079.869	12303626.5	8002899.421	9516582.201	27043567.01	17549124.73	8148234.113	18064437.99	17272625.59	8571272.414	9443017.803	12820942.44	13474807.97	16357737.14	9637798.042	14301277.1	8168211.419	6864544.477	6231239.94	5948300.619	5853990.066	6725150.021	7493743.552	8434038.867	10142732.49	11666049.08	8673826.794	5131913.975	14563182.49	2049823.396	9992067.246	9904110.503	10690381.71	15890706.99	15904594.39	13079027.79	20836700.44	15937660.77	13926424.03	15719838.97	8668410.598	15913817.11	5880966.731	15511437.83	8021140.531	15360855.97	19344842.66
1.08_409.236074676829	396687.5711	633173.6643	522325.0787	94250.4828	229606.5365	231982.7136	174412.31	395106.3961	266631.6527	123839.4485	442098.3818	517681.6615	434799.9553	299218.5316	340569.1018	329144.4217	695373.6488	615414.8072	1464340.469	1863802.177	3482886.444	1243653.413	905318.7689	3136221.217	257717.8234	429443.0051	317654.4997	1774268.211	460585.6949	226729.6999	4323221.175	2596563.741	446779.765	363141.113	587883.402	279022.7017	581517.4251	1272002.614	363998.9515	872412.101	644195.2484	382997.9806	729806.7381	541457.3396	511095.1774	322028.9823	727002.6123	297532.4606	591887.4387	331847.0042	132182.8778	1076699.499	800056.0524	549473.9033	514496.1632	1188737.178	653031.2972	33048.71758	547117.3764	604963.1589	818936.342	373659.6073	748432.0971	710532.5743	1214346.108	343680.6345	53023.63916	243288.4383	540355.5846	662961.0848	1225327.485	558951.042	575045.0244	985587.0988	582827.7201	1079823.139	3367981.722	381092.8275	746525.2208	703169.2032	1226477.211	2221431.168	626929.6674	605102.2364	594291.7293	869183.3261	297890.6267	161650.8375	1237612.281	307262.0784	589202.0159	328006.8759	5654469.906	422087.4821	443987.3563	1290126.815	1727295.049	1389650.895	996900.2995	151946.8367	111902.872	1694906.671	543885.2361	682917.8685	571924.4041	103605.9717	499341.1928	300801.7464	167393.0396	146118.8116	167075.7228	63356.49555	139535.5693	218631.8367	139180.9315	1206831.508	451015.2286	291342.304	776080.7055	484652.3159	3014527.705	1180046.71	955892.3876	832366.4074	1522027.288	857566.6749	366330.899	281844.3319	278809.1996	263101.3911	264279.9833	666732.0337	315030.6244	32756.36488	1335234.751
1.08_478.292881030488	99138713.04	138320365.4	141254711.4	150987422.9	160813118.2	111448464.3	200706802.3	86655949.16	89910483.97	88005171.73	131610307	67656474.48	140349760.7	172765178.4	68098358.77	91580638.77	71419596.71	73313405.03	113059462.7	155738669.3	41442017.86	182423130.3	93541821.12	196537673.3	86508360.52	146449990.8	83283115.89	114782465.7	58823917.94	142835100.9	84524049.88	83936042.14	136893881.4	125990041.6	76965749.23	100298204.9	78431456.21	62334434.35	93894269.57	152886804.5	133127752.8	167923501.1	212884828.3	136877902.1	139428182	255092025.3	100248104.3	272480444.5	116250152.5	160297396.6	97407737.92	58667598.47	99517278.25	48425243.41	84579026.43	66991489.67	93376048.41	110974742.1	78147844.91	60678264.96	96023480.99	134399766.7	110120347.7	150467302.6	156011594.2	104670367.9	150047389	82034920.02	108026240.2	107097358.1	132917675.9	64548821.13	166952136.5	112599090.2	101703251.8	115771096.4	357660069	163826041.4	122614956.4	104761997.7	134875916.8	35165948.76	128782550.3	126668554.7	130440525.8	168004148.1	99711358.4	219358893	165448479.6	194114241.6	165553950.3	238019682.6	86094900.03	132885703.6	94982387.22	126231103.7	85369540.35	75631277.96	125777093.2	70953495.25	133616638.6	144497074.2	212481461.2	65064289.74	134179973.4	91994771.95	61302803.84	51111246.68	118194706.2	82712637.8	71883027.09	196510216.7	43307693.43	42552813.83	81628583.86	36198510.22	95699490.26	17339752.86	87551096.59	138072427.1	83412624.44	83665593.88	121945519.6	68582108.65	41670762.42	99597414.44	122460989.2	80354204.45	177433617	187695194.8	199516910.7	136587971.8	125018528.7	73200546.04	106153994.1
1.08_478.292984746951	99254087.99	138174656	141679885.9	150822044.7	161048786.3	111030500.2	199126269.1	86890624.39	89754602.81	87757818.23	132152061	67548263.64	139643842.9	172697755.6	67879585.68	91445588.03	71327160.43	73477307.37	113085290	156803784.2	41674484.93	183552027	94406835.9	196988844.9	87158920.46	146721103.9	83183135.94	114955407.3	58718749.69	142626468.7	85092584.87	83151794.88	136705920.4	125810867.4	78176397.95	100525246.1	78653419.42	62287672.31	94701399.38	152890130.7	133634352.9	167738869.4	212459378.7	136269396.7	139253165.7	254050300.4	99597608.18	270015100.6	115988841.2	159256024.9	96948174.87	58213695	99402464.66	48230434.54	84483232.55	66910967.94	93191759	109884750.3	78409187.51	60596992.04	96673698.07	135392793.3	109926139.6	150229940.2	156409151.2	104689946	149809173.4	82766369.99	107432263	107240908.6	132697383.3	64477636.41	167132496.6	112978411.9	101681194.7	115666840.1	357439381.9	164369648.2	122507225.3	104532230.3	131311412.2	35166384.26	128657715.1	126861371.8	130361012.7	168420366.5	99601745.65	219108071.6	165483035.4	194690849.4	165170822.2	240295620.2	85976027.17	132759383.4	95355433.24	125811279.2	85259369.08	75873606.15	125470670	70909316.35	133233939.5	144210090.8	212062270.1	64513286.04	134003520.8	91760163.88	61181213.41	50932315.5	117930229.3	82567406.8	71722487.32	196279870	43260564.61	42512721.49	81446216.49	36278663.14	96427341.84	17320267.67	87332390.03	138188187	83791653.53	83558162.76	121879239.9	67951075.13	41863906.66	99839569.42	122465651.6	80238214.45	177175714.4	187085677.2	199720670.3	137156408.5	124832025.7	74108231.12	106291963.9
1.08_528.308471167683	2374462.472	2808163.003	1878801.141	2204130.032	1649268.75	1680568.086	1674372.744	1602933.325	2750959.603	2203319.121	5628439.338	2317949.913	3432463.451	4906559.303	3726188.568	3163528.173	4842246.927	8189923.781	6191262.716	3667910.564	1953481.192	7613384.381	10540345.22	7669692.469	2470291.645	8711666.391	4184023.755	4827514.46	2691541.238	7188556.752	5520495.384	9091095.226	8376198.892	3435094.838	3274403.571	9017272.14	4845236.006	5494953.525	2954095.427	2496915.702	3246661.142	5722094.267	5763493.674	3887145.879	7712579.224	2042121.458	5599226.222	6853555.504	2063551.685	4205938.289	5214484.965	5517764.425	2709599.118	1413120.512	4277028.402	4630387.867	3030014.94	7274200.735	5722778.454	6107950.687	6523623.002	3631900.503	7362512.268	2757439.84	8575629.256	13131280.02	11253426.92	5901810.874	2679490.41	1710691.948	2885887.577	2379166.068	7699597.36	1437169.01	9647271.674	2069770.643	37448611.25	3576247.074	3537578.31	9563446.581	5405839.747	4283406.248	2284196.972	2753881.455	7572413.223	3528017.099	1783106.776	5899805.191	6075684.875	8430531.684	4576880.555	3669752.057	3951920.779	7600069.708	1049815.373	10782313.59	5429459.115	3474765.491	6086259.553	2908513.764	8336042.158	8034078.389	10601542.67	2727061.518	2626100.869	6540711.07	1222355.416	2325510.203	8226014.326	2279752.722	2056357.99	5357254.394	2851641.147	2489464.308	2294069.57	1917506.432	3205531.048	1804792.41	2002080.026	8986018.251	3551374.972	4995750.256	4439353.606	2231813.531	2960037.159	7621275.839	1817902.895	1747154.324	1988417.81	3179762.288	5677219.539	3245942.129	11372725.32	2194061.128	6284739.367
1.09_528.308476185976	2188280.857	3019373.109	1936428.441	1819772.185	1686194.113	1604510.979	5878028.26	1624645.931	2443291.747	2267002.234	5637891.859	2496871.774	3407270.368	3043765.705	3689997.509	3363945.47	5781556.153	7330922.801	6622192.688	4099085.096	2145882.199	7888711.155	10933918.7	6895175.835	2876913.092	7772019.745	3802727.524	4143311.625	2763092.767	10349607.25	6208667.82	8777480.855	6471253.909	3759725.144	3225481.225	8166951.833	4388126.095	4019491.503	3431357.709	2218929.421	3243039.938	5873469.945	4286069.215	3371253.092	4097997.401	6247463.201	1674538.644	6428160.385	2013295.14	4155133.879	5201472.148	6246763.45	3920035.543	1556537.498	2757559.997	5344148.027	2627906.646	5174341.261	10390879.09	994208.4594	8636566.076	4361045.795	7610231.56	2875024.218	7627427.435	11856416.52	11583905.5	8784832.136	2744371.887	1518346.348	3127416.598	2764174.115	3068052.841	1510228.939	10482926.2	2415828.853	41332438.62	7587289.487	3249879.856	7207036.519	4879976.123	4044649.987	1935475.562	2456398.768	7796536.214	3327804.905	4272125.081	5553386.632	5907183.62	8798076.835	4124351.503	10790576.09	4202234.522	7095713.316	1054118.05	8895567.706	4827542.365	3417378.583	3686278.08	5206365.956	7366652.61	8488066.807	8775616.204	2609861.23	2796122.928	3159075.985	1105174.657	2016528.055	7211040.603	1864134.594	4958730.657	4443229.018	2483200.156	2186022.917	2272199.796	1782918.715	3881086.835	1149271.032	1686313.579	9317919.063	4926348.244	5332735.983	4002731.635	1947945.188	2191621.493	7577987.543	1972630.595	1778342.752	1780464.178	8672209.868	5370550.347	5200881.561	12315221.46	5520090.996	4940215.238
1.12_508.340045981707	28657873.65	44323866.63	34491183.72	34731559.39	52209606.28	37997413.01	31360221.78	30586009.15	33139156.07	37709515.15	47529820.72	32953753.69	42589898.14	29052461.41	31346841.14	41027672.96	32764285.94	36423911.47	49319949.75	60539217.56	26210241.65	29727339.89	102811147.5	43371712.81	36046097.77	39991062.19	29703757.96	37944906.07	33408272.37	42537855.95	16943077.01	42270318.39	52432505.72	25732694.74	28416342.18	35642055.99	41552239.44	34387554.14	40845480.66	36854343.07	37362743.15	36143792.08	29369009.74	34642984.37	20722509.9	38809036.71	24900638.49	30969369.92	34868712.54	27583148.82	38826794.47	22673331.02	38519908.14	12602535.78	27570982.48	33222212.81	27543800.96	31563835.04	37574273.89	32369786.86	27586170.85	27848219.37	48101260.22	29744287.34	55792614.27	47349896.71	23143726.22	47171045.34	41120458.59	38532624.31	34423340.37	39435493.73	40592989.96	28419975.33	37488790.6	46817684.78	48479230.66	22768120.81	33492388.27	46354957.28	32174754.51	18502125.19	42358354.86	46098348.2	28769294.19	27720888.33	31073966.41	40094893.44	28911569.16	48307609.63	30100055.99	66999058.11	59093612.31	35955796.52	28557838.28	75808853.9	46572684.09	39554876.57	24465935.43	29314719.05	38025215.82	55993144.28	41038529.29	31294196.05	34443866.21	50608842.78	45416061.55	34102266.87	44392091.54	33339441.74	40189579.02	62343005.27	32532170.2	47099114.34	52009616.73	12419393.82	30072958.8	3863140.392	24758387.25	26855322.38	37258453.33	44674124.64	42095479.06	27867481.61	47062004.66	31432421.07	32868681.82	24994263	36122503.43	33863473.28	20988889.96	43759343.88	38758373.75	41451197.21	44082335.05
1.12_552.330766216463	1372039.546	2692450.066	1876135.581	1938800.692	2890758.7	2353302.482	1594136.617	1843403.816	2330875.356	1617777.326	1985523.161	1331960.687	2190289.071	1643734.949	1915264.165	1921815.219	2037758.517	1951188.731	2898749.442	3412237.699	1800333.858	1984331.734	5657914.479	2386798.379	2048495.466	2398316.139	1893652.711	2251841.208	2229078.159	2159553.38	751639.4288	2515563.122	3056091.588	1304040.427	1621195.954	2178700.593	2289538.143	2182676.07	2443327.795	1991230.329	2259331.521	1740303.226	1800399.157	1887282.161	1356229.221	2268683.394	1437179.141	1596280.609	2135316.15	1462820.053	2147097.77	1307923.1	2404316.211	905172.7619	1502633.112	2375726.001	1933432.068	1787098.078	1893508.21	2082167.015	1698489.168	1700635.056	2560889.305	1495036.631	3384470.783	2324360.089	1465777.882	2915248.386	2166990.947	2166374.526	2137870.51	2263021.57	2821318.651	1599360.809	2440946.921	2364542.069	2726615.488	1503215.723	2318422.555	3053078.776	2229891.96	853327.2567	2884612.033	2755710.769	1782794.301	1692939.872	1831378.542	2365335.75	1554200.685	2467914.794	1848011.933	3357936.613	3328925.858	2575667.607	1743577.648	3771992.916	2674385.256	2471815.079	1373879.796	1856691.825	2363073.309	2396525.05	2631908.338	1692617.379	1864251.753	2285548.111	2683864.36	1455819.893	2622663.836	1732052.335	1855099.216	3574615.573	1713172.036	2436849.496	2710157.049	781073.4228	1741461.663	217750.8327	1523543.237	1548244.67	2073207.162	3010210.878	2230329.538	1665325.556	2312348.387	2267668.701	1727186.813	1489953.269	2161225.847	2103840.489	1169822.886	2221815.803	2382508.143	2150841.593	2454851.585
1.13_546.355613609756	440786402	424635458.8	561411019.9	304141109.8	564649502.6	367469062	340638148	273524339.3	335496624	588571684.6	931889916.9	379004940.2	437590701.7	452735135	551891735	502796624.9	663838827.8	643830009.9	772463997.9	585717960.6	330774442	493022668	776634142.8	434695261.2	394784004.1	652266216.1	494878721.8	643274602.8	546994275	832723084.4	218556886.7	654223610.2	536080565.9	327711984.1	433124804.2	365715487.1	521738864.8	429537869.8	448893906.1	375786086.3	635865939.8	506722346.4	345161705.8	419078353.4	188584869.7	445545884.9	313873343.2	491793776.4	327411507.5	254655583.2	621651219.7	333857991.5	370224675.4	63166234.69	268870498.7	375399129	258592734.3	435402471.5	453839887.9	498413936.7	766954610	289098215.9	507556391.9	268777006.1	914645116	409637898.9	273899085	872476707	359090325.4	311644216.9	189907929.1	293098551.7	479737353.6	354074099.9	456242366.2	365026534.3	1006134239	609995479.9	385199606.8	431895656.7	317234825.6	293894888.7	298135615.7	408200891.6	425284312.9	157939896.1	455399438.8	996368894.3	304733833.1	791826115.1	256188753.7	801397911.4	819624388	457769831.8	264058606.3	1057574049	468500561.3	430616507.8	161615406.7	347737889.5	465917345.8	774003649.9	538295480.5	343116812.7	318288707.8	293049990.5	345946364.9	318637092.2	455481657.2	329222497.3	339771237.9	835249679.2	309175060.8	309064007.8	308284227.3	126659716.2	568058952.8	27202513.74	151865221.1	774720697.6	348392715.7	621964790.1	554361679.2	302302082.9	468029046.2	693435795.7	254142013.9	204294293.9	402183944.6	503452950.5	214882494.8	576831929.2	830185673.1	295215852.3	610971962.8
1.13_590.347149481707	24639744.43	23977355.72	35898586.45	21019969.39	35926395.88	24965619.29	21219101.81	13743608.04	21081685.3	31498057.22	42379755.8	12460551.66	25606544.95	27543980.12	39096815.66	27664939.07	42221914.85	35220677.56	43990884.09	31815387.82	30097110.89	23712920.71	50010574.75	21291966.24	21420498.4	39439495.84	30395812.62	37585766.07	37562112.93	39231559.64	10428997.58	45883697.42	42264794.69	18491294.66	23970214.79	20997271.62	32591157.76	28115583	24889404.53	20939829.23	42602093.43	26848111.18	22965019.11	27531110.48	12506555.47	28584636.72	21141250.62	30950944.27	20759066.64	14866180.81	33826290.69	20519559.39	21627067.56	5896290.388	18829524.69	25102689.71	14726717.55	27916974.55	26631163.14	30017165.13	45014506.5	14927635.98	31061614.03	18749900.8	50245639.65	26730264.68	17947718.96	57682159.01	23282276.37	20909919.72	13657895.4	17777622.29	28634989.42	21280274.87	31762868.37	20282160.68	58469214.78	43017077.96	26850571.57	29169896.84	19987118.96	19254048.27	21989633.3	24270822.58	30697859.37	9048193.062	28132784.93	65234126.83	15689582.41	42476047.63	16763636.9	49202367.18	42806110.06	33005962.93	14273496.46	62407086.46	24700368.99	31761273.87	12111380.32	19838916.95	33154742.52	36705058.66	35862574.71	24658341.16	21844497.82	15963036.78	20459536.05	13574705.56	26288401.92	15803647.36	18060812.05	46824201.46	16264547.09	15250222.13	19989768.57	6991488.485	34005610.4	2179426.541	10071418.26	46186818.68	17582674.94	44054098.68	26899594.01	18088300.94	27852871.82	48808493.71	14127339.99	11800963.39	26075954.91	31932360.83	13638207	24841120.07	49285152.85	18049422.23	34436051.7
1.18_504.308466442073	4621708.31	5303073.073	5550647.682	3873211.201	16869484.01	13674460.79	4850898.775	3070242.594	5246478.26	5674386.24	10552940.03	4104308.678	6517479.437	6584465.978	4616302.588	5583473.479	8139979.187	5666554.144	11243886.29	7863474.495	4001373.717	10052081.7	9734885.686	9221470.1	5388883.108	7466107.848	5126331.127	6189183.668	4050857.598	30617040.1	3291726.412	6718879.556	5420589.518	3507404.733	5209698.328	6238678.387	5030350.474	4506757.107	4728606.831	4907606.261	8756466.398	7636465.216	8915708.463	29479197.35	4137363.198	7907927.247	6631651.605	9643016.08	6006380.931	4678759.171	6391776.376	5601409.239	6118146.711	1601612.243	5101466.819	6690114.088	3972680.419	6409865.478	6034828.998	7477824.851	9145629.383	3682506.865	6299427.327	3137586.607	11095001.03	4603864.244	12410454.2	7792002.072	5824050.805	4584832.942	4652555.114	18888848.38	8316884.762	6133995.71	6727546.581	5173042.212	27193100.89	20882307.32	7492093.832	6392298.317	3681003.66	2533345.803	5301483.238	5346425.828	7898996.983	2297409.696	4870828.166	11186495.59	10247450.5	12540858.12	5326434.76	11764070.57	14066661.28	9044500.624	3335049.152	17056582.37	8549593.129	5633960.472	7819274.219	5197219.572	10151470.71	10570894.35	10955521.77	3484880.92	6708338.769	2905703.138	3803517.959	2493193.103	6467774.973	3094041.005	3897612.029	7937200.035	2106526.639	2866806.35	3706191.951	1711457.201	6135402.739	714950.4636	2418680.837	8255102.46	3404463.294	6400397.405	9721600.058	3336474.604	25575280.79	6497500.728	16034679.27	15223610.26	5212956.611	5772788.89	3680791.786	6553524.569	8903075.944	2921583.739	11895370.93
1.19_506.360499359756	5603016.653	3053893.666	4432692.753	1577861.308	968753.9187	3306226.723	2458187.163	7261387.345	5844362.093	4508798.666	4187165.892	4620336.5	3091555.323	2892110.754	2039328.188	2111572.349	2098869.716	2465291.343	3387528.839	4326797.406	4247273.595	2812356.706	4490563.377	3388195.06	4948500.364	912943.3776	2894210.058	6469419.552	3521469.912	6419147.091	1872096.948	7775180.276	3670757.869	2952860.363	3607302.621	7494486.675	2684834.064	980369.3223	3294356.424	5864299.63	3822199.817	4332508.527	6462558.652	6823260.796	3099742.092	7238523.021	4853566.798	5594532.721	6941913.782	2482931.459	2225242.062	2461359.997	4266470.15	114445.5476	2198151.2	2603380.941	4898473.353	5965280.743	4469233.717	3978914.174	3992739.753	4008327.746	4177751.581	3502609.651	3541263.781	7954665.547	2721817.038	4525733.513	9176268.321	4726166.698	3732576.221	4272926.148	5947159.289	6874816.191	2393922.159	1483396.379	9780644.808	3378412.973	980163.5069	671045.0008	4690325.583	2483159.201	4999744.483	5314421.981	264326.2176	8536399.092	6062739.165	3748882.807	5639377.493	6536011.681	2769984.93	453279.9873	4375454.883	1653109.334	1092372.622	2807076.922	3325628.597	4577125.404	1877586.758	3069512.925	1945886.279	7149496.921	229844.5187	3952148.953	3585598.879	2813543.183	3223960.265	4158268.403	7249372.808	239962.7382	476653.3794	314608.83	3111664.502	4241011.409	3792652.582	2152856.299	4595699.523	318620.2524	3858541.193	2597428.471	7078532.125	3653292.5	3092701.43	423831.927	5653762.406	3533534.734	6186173.473	4330220.877	5376740.361	2470578.083	1029467.129	4792557.61	2943800.25	697303.4272	2459199.152
1.2_518.321969012195	747968617.2	795106273.3	555882200.1	692347287.1	700142024.9	672927208.8	931246398.3	657346431.4	516772155.4	595425471.5	453742629.7	498011253.2	597103444.6	452979864.8	590312014	762583784.5	583807038.5	658923090.8	523575387.9	512872813.3	584234037.2	484659752.3	608147944.1	398985438	541722512.7	467244836.9	608877011.4	521167845.9	469248087.5	571223994.1	774722455.2	730774143.5	703868961.1	723469179.6	714286459.6	856240199.9	680314682.6	865130640.9	663317172.1	834131341.9	493920486.4	609168526.1	1012506622	803274796.4	586304470.1	788790357.2	806090726.7	593538952.2	728479357.3	564518324.7	430136425.5	616423734.4	700585451.6	594162143	669498613	613753433.7	604444798.2	785947728	737697960.9	825718025.8	715044576.6	634539876.6	456292651.5	535341353.2	708347232	781393260.8	615897747.3	574557433.8	746252897.5	763712072.4	929590062.1	774410608.3	851806961.5	935291022.9	973051963.2	885153521.7	794147698.9	629271748.4	618946007.8	589439525.4	587225585.5	804091480.2	1078295140	602646603.9	587765649.8	665280649	756779411.3	613141552.2	524144631	533868020.7	703132342.1	495278148.7	733903449.5	517272261	516670846.8	561710283.6	553942580.4	518322589.8	925550121.6	705468620.5	596387544.8	740292700.6	532403052.7	754643420.5	636880533.9	323052666.1	386796542.1	408768843	309612625.6	311684013.6	355018152.1	349789014.8	344121280.2	295953692.6	322295304.7	600229984.7	739606111	474220018.4	906704998.3	566199946.6	757217440	712674097	577713009.5	417902032.7	690046937.1	505524880.5	745400875.2	718914594.4	709750909.2	699544841.1	965031032.6	597209172.3	600165151.7	1097261368	782132956.4
